Text,WeekDay,Month,Day,Time,+SMT,Year,Location,Language,Followers_count,Friends_count
markknoller keltcat ironic harry reid used the term bully. a bully doesnt compromise or deescalate an altercation. a bully thrives on it.,mon,sep,30,19:02:18,+0000,2013,australia,en-gb,680,691
to baixando castle ? 9 kbs,mon,sep,30,19:02:18,+0000,2013,,en,305,271
melibeeglobalel directoryschool thanks for giving me the information on online scholarships httpt.cormfplv8fii,mon,sep,30,19:02:18,+0000,2013,bapchule az,en,3,2
rt lauh2020 httpt.coseijhldhbk,mon,sep,30,19:02:18,+0000,2013,  ,ar,886,154
rt hildaaliz_x33 if were togetherall them hoes gotta gothat one ex gotta goall your bullshit gotta gocause if not.then you…,mon,sep,30,19:02:18,+0000,2013,central florida ,en,335,247
legia i polonia maj identyczny bilans. tylko graj na r?nych biegunach... - httpt.convdshmpjay httpt.cowimrc4jrib,mon,sep,30,19:02:18,+0000,2013,polska,pl,5,0
hemeryarthur je veux du champagne moi aussi heiin  p felicitatiiion =)))),mon,sep,30,19:02:18,+0000,2013,paris,fr,136,516
we were close and then i opened my eyes to the real you. fake ass,mon,sep,30,19:02:18,+0000,2013,,en,111,212
rt fressofficial httpst.colwlzqa6owwno non e zayn ai tempi di x factor questa foto e stata scattata ieri.let me cry.il mio …,mon,sep,30,19:02:18,+0000,2013,--,it,4114,3776
rt eltlcher oigan ese richie sambora se trag? al tico torres......httpt.coiorachgjzf,mon,sep,30,19:02:18,+0000,2013, d.f.,es,921,704
ivana_ljlj21 i wouldnt doubt it,mon,sep,30,19:02:18,+0000,2013,,en,191,156
amberdawson hahaha,mon,sep,30,19:02:18,+0000,2013,scotland,en,297,371
xoxobriannakay true,mon,sep,30,19:02:18,+0000,2013,,en,30,39
rt mamashaa_ aku pmr  megat spm  k ngam ,mon,sep,30,19:02:18,+0000,2013,kuala lumpur,en,532,843
fica s? um pouco maissssss,mon,sep,30,19:02:18,+0000,2013,embu-gua?u,pt,631,521
knowlesamy1 moi ?a me d?range pas mais je vais prendre un peu dargent ahah ),mon,sep,30,19:02:18,+0000,2013,miami,fr,68,263
raridadels ? muito longe de birigui aqui ? 3 horas (,mon,sep,30,19:02:18,+0000,2013,,pt,10864,2707
rt javitellezp __katrinnavarro jajajaja visioo jajajajaj,mon,sep,30,19:02:18,+0000,2013,,es,844,767
httpt.cobtkudsk0hb      ,mon,sep,30,19:02:18,+0000,2013,,ru,1,6
_ httpt.co1qtuzysjzz,mon,sep,30,19:02:18,+0000,2013,,en,101,227
httpt.cocufkbdsjz5 httpt.co28bzn2aygg httpt.couc73wlobap httpt.cowddadmwnzz httpt.cogf36z171er httpt.couiwlo2oeb4,mon,sep,30,19:02:18,+0000,2013,,en,56,125
rt katyperrybr t?xis de prism estacionados do lado de fora do itunes festival em londres httpt.coipzrfqxubc,mon,sep,30,19:02:18,+0000,2013,,pt,51,120
codzienny wpis aktualnoci za 30.09.2013 - httpt.cogfl1qyfggl,mon,sep,30,19:02:18,+0000,2013,,en,17,15
yardilkley thanks would love to chat further about it. recently did an event thebotanisttl blog on my website httpt.coiejtvnuyzx ),mon,sep,30,19:02:18,+0000,2013,burley-in-wharfedale yorkshire,en,980,1312
rt blnzayed ____ -   -    -   -  -    …,mon,sep,30,19:02:18,+0000,2013,,en,1968,62
“ddlovato so excited that littlemixoffic fifthharmony and cherlloyd will be joining me on theneonlightstour”ferhaasg farideauais,mon,sep,30,19:02:18,+0000,2013,muse,en,324,376
rt hamaadalothman         =)),mon,sep,30,19:02:18,+0000,2013, ,ar,215,383
rafaeldmartins e tamb?m porque tem uma pessoa que gosta sabe.. kkkkkkkk -,mon,sep,30,19:02:18,+0000,2013,ilhas marianas,pt,376,197
 trevtrev41 httpt.cowmofglipmg,mon,sep,30,19:02:18,+0000,2013,,en,356,290
lindos proogamadatarde,mon,sep,30,19:02:18,+0000,2013,,pt,210,805
jos?phine d  httpt.cojf66zvt85g,mon,sep,30,19:02:18,+0000,2013,saint-mand?,fr,277,103
rachelremickx3 tomorrow bitch ,mon,sep,30,19:02:18,+0000,2013,,en,195,296
mariparralejo crenfurecida lo del 50% por suavizar la cosa pero s? cada un a lo suyo ),mon,sep,30,19:02:18,+0000,2013,ciudad real (rep. de espa?a),es,97,176
,mon,sep,30,19:02:18,+0000,2013,,ja,113,151
?ok denedim unutmay baka biriyle olmay ge?meyince olmuyor ite,mon,sep,30,19:02:18,+0000,2013,karam?rsel - g?lc?k ,tr,325,287
lxgallo viva vk y arriba la republica,mon,sep,30,19:02:18,+0000,2013,,es,32,65
partiu green move festival  ashuahs,mon,sep,30,19:02:18,+0000,2013,brasil brazilian.,pt,392,1308
rt paisajesgeo hermosa par?s francia httpt.cofssgqofsp8,mon,sep,30,19:02:18,+0000,2013,m?xico,en,1470,1156
............. httpt.co5dc2xvuz4s,mon,sep,30,19:02:18,+0000,2013,jye 01 forevel,es,620,385
pantherschic1 im jealous,mon,sep,30,19:02:18,+0000,2013,in gods hands,en,251,572
_haleybuggg no.,mon,sep,30,19:02:18,+0000,2013,,en,84,430
cjs bromance _ashwedarling_ httpt.copvg0daczjn,mon,sep,30,19:02:18,+0000,2013,,en,14,48
stis_ender ,mon,sep,30,19:02:18,+0000,2013,,ru,25,144
karamel_delisi ?ld?ysen suan cennetten falan m balanyon t?vbest. d g?zel ?ekiyo mu int. nasl havalar d,mon,sep,30,19:02:18,+0000,2013,,tr,16,24
.       .  ,mon,sep,30,19:02:18,+0000,2013,,ru,37,35
rt shaunthraxx i wish i had some boo boos,mon,sep,30,19:02:18,+0000,2013,ducked off getting ,en,408,406
mucho verbo sin acci?n.,mon,sep,30,19:02:18,+0000,2013,armenia colombia,es,384,213
rt harryoffipriv nothings gonna change my love for you. so yeah...x,mon,sep,30,19:02:18,+0000,2013,milan italia,es,1052,2000
rt karolin_femme retweet amp follow --?? realava_group realava_group2 sagita_clara_ surgaku_cahemut xxx_twitpic rinoa69 httpt.co…,mon,sep,30,19:02:18,+0000,2013,paris,en,35412,115
chialynn right now not that much. i found a bandaid with a dinosaur on it.,mon,sep,30,19:02:18,+0000,2013,montreal qc,en,2134,671
rt theitskeptic it just dawned on me botchagalupe is the deming of devops,mon,sep,30,19:02:18,+0000,2013,42.792611-70.891961,en,589,37
haha what a nob head jamieyoung015 httpt.cokqdu10ppos,mon,sep,30,19:02:18,+0000,2013,,en,200,226
rt ok430ok     -   -  -     -   =    ,mon,sep,30,19:02:18,+0000,2013,,ar,1916,2058
,mon,sep,30,19:02:18,+0000,2013,,en,101,73
augmyers actually the story of the day is one of the players in the tashkent womens grand prix was forfeited because her phone went off,mon,sep,30,19:02:18,+0000,2013,st. louis mo,en,12240,865
rt mileycyruis_ do i look like a slut here httpt.coz2hakoak2v,mon,sep,30,19:02:18,+0000,2013,,en,509,2002
rt jesselagreca republicans honey badger doesnt give a shit,mon,sep,30,19:02:18,+0000,2013,i live in narnia,en,149,501
amariatrujillo sent,mon,sep,30,19:02:18,+0000,2013,boulder co,en,836,284
httpt.co9ourbzkvtj,mon,sep,30,19:02:18,+0000,2013,,es,0,2
rt 7h46am quero te d? quero te d? d? d? d? d?,mon,sep,30,19:02:18,+0000,2013,,en,3860,1391
dmzilla djedery oooh. im currently reading reality is broken why games make us better and how they can change the world,mon,sep,30,19:02:18,+0000,2013,seattle wa,en,25093,8584
antonio razzi (pdl) il mio cartellino oggi ? di berlusconi (video) httpt.cowlzllrpax3,mon,sep,30,19:02:18,+0000,2013,italy,en,223,604
alexmfinning actually you just became a bully by bullying me by accousing me of being a bully when im really not..bam felipe the bully.,mon,sep,30,19:02:18,+0000,2013,,en,345,287
rt datosunicos prefiero que la gente me odie por ser quien soy a que me ame por lo que no soy. kurt cobain.,mon,sep,30,19:02:18,+0000,2013,,es,1540,1448
rt awkwardcomedy that awkward moment when you put something in a safe place so you dont lose it then you forget where that safe place i…,mon,sep,30,19:02:18,+0000,2013,,en,248,293
laurynamy_ ly2,mon,sep,30,19:02:18,+0000,2013,watford,en,198,153
they top the bottom half of the table mjgaitho dnthiwah pyotrbett,mon,sep,30,19:02:18,+0000,2013,mombasa,en,163,521
funnygirl0622 we dont,mon,sep,30,19:02:18,+0000,2013,,en,219,169
idea de pata httpt.comyzvboh3uq,mon,sep,30,19:02:18,+0000,2013,teruel espa?a,es,14,26
rt mustget_down _den_zen he beau gosse ,mon,sep,30,19:02:18,+0000,2013, paris,fr,281,257
mcm seriously look at his eyes. httpt.cou5e7sowgnv,mon,sep,30,19:02:18,+0000,2013,here and there,en,419,722
_navian_ siz leopar tanklarn m?hendisine izin vermemitiniz. neden srf dinci diye. imdi almanyadan alyoruz. neden m?hendisi erbakan++,mon,sep,30,19:02:18,+0000,2013,,tr,3103,2085
rt paisajesgeo hermosa par?s francia httpt.cofssgqofsp8,mon,sep,30,19:02:18,+0000,2013,all around the world,es,144,318
saraypalmagomez  ombre jajaja,mon,sep,30,19:02:18,+0000,2013,montellano,es,111,196
rt bestmusiclyric weather changes moods. -nirvana,mon,sep,30,19:02:18,+0000,2013,,fr,111,77
rt aljume3a                      ,mon,sep,30,19:02:18,+0000,2013,,ar,1199,1251
sahil bo elen co d httpt.co7sqi1thgvn,mon,sep,30,19:02:18,+0000,2013,,tr,220,181
estoy suoer agoovia ,mon,sep,30,19:02:18,+0000,2013,,es,515,491
bismilah otw sarangan kejurnas idh seri 5 magetan. httpt.coexhra35q5f,mon,sep,30,19:02:18,+0000,2013,bogor indonesia ,en,16,24
          httpt.cohzx55xlrnf,mon,sep,30,19:02:18,+0000,2013,,ko,1,1
tyrellswn hahahaha ooh lawd,mon,sep,30,19:02:18,+0000,2013,,en,481,448
skipisfab i feel so bad for you omg and why do you need an a be satisfied with a d or e d,mon,sep,30,19:02:18,+0000,2013,jdb ddl tas agb r5,en,2002,1017
james_yammouni follow mefollowmeconfirmed,mon,sep,30,19:02:18,+0000,2013,,es,415,580
i have no homework and all my sisters are mia.. what do i do now,mon,sep,30,19:02:18,+0000,2013,new yawkkk,en,565,352
“blissfullyruby ok it seriously feels like my eyebrow is vibrating aggressively” soml,mon,sep,30,19:02:18,+0000,2013,,en,190,103
worcesterhour auditions 7-8 st matthais malvern 9th october. all welcome worcestershirehour httpt.couwpygtjwwr,mon,sep,30,19:02:18,+0000,2013,malvern worcs,en,13,56
elcorrillodemao mao vos contas que humberto arias dijo a un t?cnico esos son los jugadores que hay no mas roso es nuestro estadio y no mas,mon,sep,30,19:02:18,+0000,2013,,es,0,0
avonslocket done x,mon,sep,30,19:02:18,+0000,2013,paradise,en,1513,1186
httpt.cogbmesqrqh5,mon,sep,30,19:02:18,+0000,2013,,es,97,232
rt diario_comercio dc turismo| viaja mais estreia com recorde de procura. httpt.cojphvkr59na turismo,mon,sep,30,19:02:18,+0000,2013,tickets tours taxi orlando,en,5823,6196
was soll ich davon denn bitte haltenkein tweet keine follower aber ich werde gefolgt. ich wittere stalking  httpt.co7kj9afz6jg,mon,sep,30,19:02:18,+0000,2013,wohnort saarbrooklyn,de,344,323
willen jullieeee  xduyguuu siinemmmx httpt.cogywngo9wln,mon,sep,30,19:02:18,+0000,2013,deurne ,nl,51,42
justin bieber kto  2012 justin bieber omfg gdzie ,mon,sep,30,19:02:18,+0000,2013,bruchsal deutschland,en,0,0
 httpt.coaktkajam2x,mon,sep,30,19:02:18,+0000,2013,,ja,66,81
quand tu veux,mon,sep,30,19:02:18,+0000,2013,j.,fr,578,86
 nemuritsuzuketeshinu,mon,sep,30,19:02:18,+0000,2013,,ja,484,804
3abbosh midoalhajji         ..        .,mon,sep,30,19:02:18,+0000,2013,   .~ ,en,682,477
rt claralepallec pas djoie pour les salopes ?a cest ma loi.,mon,sep,30,19:02:18,+0000,2013,ninette ,fr,78,243
rt brenodantas8 tanto tempo que n?o pegava um cinema hoje eu vou.,mon,sep,30,19:02:18,+0000,2013,dend?,pt,433,201
hay que lindos mispericos noemi_merinogh y ales_livi_gh me encantan httpt.co9sqokbv28s,mon,sep,30,19:02:18,+0000,2013,espa?a,es,887,1296
,mon,sep,30,19:02:18,+0000,2013,,ja,91,93
tobycannabis felipedjgast  se nota que somos los mejores amigos o no httpt.co1uodgsb1dr,mon,sep,30,19:02:18,+0000,2013,,es,110,229
iamfrimpong26 httpt.coirr4o1rjhf,mon,sep,30,19:02:18,+0000,2013,013,en,237,218
httpt.coa64uqqmuro,mon,sep,30,19:02:18,+0000,2013,,pt,361,155
  httpt.cosdsbbewrtu,mon,sep,30,19:02:18,+0000,2013,     ,en,325,200
oppugno. httpt.coa3hr4mqpfl,mon,sep,30,19:02:18,+0000,2013,barranquilla,es,541,331
    httpt.colvjdsql8sq android androidgames gameinsight,mon,sep,30,19:02:19,+0000,2013,,ru,0,3
nobody likes when your real but they dont want you to be fake they want you to sugarcoat stuff as much as you can without lying. but nah,mon,sep,30,19:02:19,+0000,2013,gainesville florida,en,403,381
photo  httpt.coinrxl3lzrp,mon,sep,30,19:02:19,+0000,2013,,pt,1934,168
ainda n?o dei parab?ns pro gordo ,mon,sep,30,19:02:19,+0000,2013,,pt,628,453
rt idieforharry rt per un indiretto sincero (se vuoi seguimi),mon,sep,30,19:02:19,+0000,2013,,it,1911,534
lindoooooooooooo lt3 httpt.cociqdgn24w3,mon,sep,30,19:02:19,+0000,2013,rio de janeiro,pt,201,174
uuii tengo que leer el libro todavia lpm,mon,sep,30,19:02:19,+0000,2013,,es,236,240
y a que des fragiles dans  retouraupensionnat pourquoi ils ont pas pris les thug life  mdr,mon,sep,30,19:02:19,+0000,2013,tas des roses a menvoyer ,fr,658,386
if work schedules me in the fitting room one more time.. im gonna explode. so sick of this job. .,mon,sep,30,19:02:19,+0000,2013,,en,157,121
so happy,mon,sep,30,19:02:19,+0000,2013,,en,135,246
rt cutelovemsgs dont fuck with peoples feelings.,mon,sep,30,19:02:19,+0000,2013,[[outa dis world ...,en,220,150
rt redhack_en yeni andmz m?minims?nniyimnan?lym iiiilkems?byanlar seevmekhocalara h????rmetbabakana ?mr?mce biat etmektir. …,mon,sep,30,19:02:19,+0000,2013,t?rkiye,tr,81,520
this english is making me want to bang my head repeatedly against a brick wall ))),mon,sep,30,19:02:19,+0000,2013,blackpool,en,477,388
rt ainoita4 buuf no puedo dejar de escucharla httpst.cor4zss6xcl2,mon,sep,30,19:02:19,+0000,2013,ainhoa24807 ,es,394,379
.techmemejustin.tv spinoff twitch raises 20m for live video gaming (zettewil) httpt.coxvynfidutq httpt.coq6kly5r8udamazing,mon,sep,30,19:02:19,+0000,2013,,en,253,1273
rt partay_bullshit talk bout pussy power..,mon,sep,30,19:02:19,+0000,2013,,en,708,296
        .,mon,sep,30,19:02:19,+0000,2013,,ar,338,350
rt apollosteeza v_incognegro that jellyfish scene was od,mon,sep,30,19:02:19,+0000,2013,,en,467,316
             ,mon,sep,30,19:02:19,+0000,2013,,ar,189,155
but shit its all good.,mon,sep,30,19:02:19,+0000,2013,sweet sweet jamaica,en,1700,628
qual foi o ?ltimo filme que voc? assistiu voc? gostou — casa de vidro e achei um coco httpt.coekkbgucp9x,mon,sep,30,19:02:19,+0000,2013,natalia,en,1375,1086
mirarte y pensar en tantas cosas,mon,sep,30,19:02:19,+0000,2013,|,es,251,217
rt kevin_kg7 seuls les portugais peuvent comprendre  stromae stropai teamportugal httpt.co30cbuc9rsy,mon,sep,30,19:02:19,+0000,2013,,fr,158,30
tylerlitz75 maybe in ncaa but not madden. ill spank that ass,mon,sep,30,19:02:19,+0000,2013,clinton new york,en,370,803
        -    .,mon,sep,30,19:02:19,+0000,2013,,ar,272,702
rt do10011        ???                      …,mon,sep,30,19:02:19,+0000,2013,,ar,121,104
rt bellathorne wow i guess you cant believe everything u see zombie alert dbzombieme sp httpt.cozdqxclaj2h,mon,sep,30,19:02:19,+0000,2013,,en,290,1071
me i love you babybed .....me u.u,mon,sep,30,19:02:19,+0000,2013,,en,21,45
broganpaget do you have new number,mon,sep,30,19:02:19,+0000,2013,,en,697,509
note to self never use or buy stock taylormadegolf  uniflex shafts broken 4 this year piecesofshit weak,mon,sep,30,19:02:19,+0000,2013,courtice on,en,329,245
ahsen iyi ki var ya (,mon,sep,30,19:02:19,+0000,2013,,tr,526,483
rt ihumorado t? solteiro porque ningu?m merece uma pessoa t?o lindo e t?o maravilhoso quanto eu,mon,sep,30,19:02:19,+0000,2013,,pt,3,15
httpt.co2sf2dzpegk mf,mon,sep,30,19:02:19,+0000,2013,guayaquil - ecuador,es,166,729
discutiendo con hermanasocho,mon,sep,30,19:02:19,+0000,2013,,es,105,259
software libre como pol?tica de estado para consolidar la soberan?a tecnol?gica” httpt.cohpb1duockj,mon,sep,30,19:02:19,+0000,2013,caracas - venezuela,es,7695,3154
vz queres novia betto__c suertehijueputa,mon,sep,30,19:02:19,+0000,2013,ustado play,es,666,605
that shit just pissed me off ,mon,sep,30,19:02:19,+0000,2013,,en,889,823
retweet if you follow back 100%,mon,sep,30,19:02:19,+0000,2013,miami florida,en,87419,49048
besiktali cirkefligi diye bisey var allah ondan korusun asl ltltltltltlt,mon,sep,30,19:02:19,+0000,2013,izmir,tr,106,106
i cant watch s cus i be to caught up in my phone  im just honest ,mon,sep,30,19:02:19,+0000,2013,,en,695,425
estaba claro.,mon,sep,30,19:02:19,+0000,2013,en cuatro tetas,es,229,230
me alegrabas los dias como un viernes  me alegrabas los dias como siempre,mon,sep,30,19:02:19,+0000,2013,,es,478,1240
luke gets caught by hitting an old granma  pop a trace,mon,sep,30,19:02:19,+0000,2013,,fi,2166,2230
feedemartinez el loco y sus deseos humildes.,mon,sep,30,19:02:19,+0000,2013,rosario,es,41,31
franchement fiona je la remercierai jamais assez  encore merci fiona ,mon,sep,30,19:02:19,+0000,2013,,fr,245,254
   )    ,mon,sep,30,19:02:19,+0000,2013,,ar,202,293
pues el viieernees mee voi para deifonteesss con mi marunafernan l jiji,mon,sep,30,19:02:19,+0000,2013,,es,439,1000
rt lasniatorswag  rt follow and ill follow back you ,mon,sep,30,19:02:19,+0000,2013,instagram ozanozii,en,45433,14062
i wish i could just go home after school,mon,sep,30,19:02:19,+0000,2013,,en,66,147
dirtycl4ws nepaziaat docs zijn pas lelijk. vroeger wilde niemand er dood mee gevonden worden en nu wil iedereen ze in eens,mon,sep,30,19:02:19,+0000,2013,space,en,743,235
oke rijd je in zon mooie auto en krijg je jaren 80 muziek dat hebben we ff gefixt xd,mon,sep,30,19:02:19,+0000,2013,,nl,73,89
she betta kno dat.,mon,sep,30,19:02:19,+0000,2013,maryland,en,725,1036
rt calmad0 cosas que mi mam? odia —que duerma mucho. —que duerma poco .—que coma mucho. —que coma poco. —que salga. —que no salga.,mon,sep,30,19:02:19,+0000,2013,,es,198,438
parents want their children to learn to speak so they dont pee themselves but after that stops all they ever want is for the kid to shutup,mon,sep,30,19:02:19,+0000,2013,great martindale ,en,247,102
rt siimsiyahh 4 te 4 yaparken de bekta 2 de 0 yaparken de bekta ,mon,sep,30,19:02:19,+0000,2013,,tr,131,79
3 cookies and a big glass if milk get me out of this house cookies are deadly,mon,sep,30,19:02:19,+0000,2013,thames street,en,406,374
shaft isaac hayes,mon,sep,30,19:02:19,+0000,2013,memphistn,en,1494,2000
rt tomlincrown louis should put this as his header tbh httpt.cof8dontz45b,mon,sep,30,19:02:19,+0000,2013,south yorkshire,en-gb,1617,901
qe este escuchando musica y de fondo salga los audios de mis amigas no tiene precio jajajjaja comoolasquiero,mon,sep,30,19:02:19,+0000,2013,,es,353,466
nuestra historia hace aguas y soy mal nadador,mon,sep,30,19:02:19,+0000,2013,nava york,es,233,531
rt aldawqahtn              ..,mon,sep,30,19:02:19,+0000,2013,,ar,587,1241
hahahahaha oh man i feel your pain people probably think i have some weird obsession with vampires from watching the show,mon,sep,30,19:02:19,+0000,2013,zory polska,en,0,0
zoo slapen goodnight lt3 hou van jee 8-9-13 lt3,mon,sep,30,19:02:19,+0000,2013,gasselternijveen,nl,255,378
watch my fair fiend on converse and guitar center get out of the garage at httpt.covwrpfsjqn5,mon,sep,30,19:02:19,+0000,2013,englanduk,en,169,111
?f be dengesiz olmak ger?ekten m?kemmel biey,mon,sep,30,19:02:19,+0000,2013,,tr,327,220
is it spicebox30 yet,mon,sep,30,19:02:19,+0000,2013,taste it naked,en,33477,27881
(                        ) [],mon,sep,30,19:02:19,+0000,2013,damamm,ar,11,1
i just logged in to the sing me something iphone app,mon,sep,30,19:02:19,+0000,2013,,ar,0,29
njaykn haha thats your fault for over-sleeping and missing the train,mon,sep,30,19:02:19,+0000,2013,instagram amzhall  ,en-gb,38,106
coisa mais gostosa que existe httpt.combpaf7pyiy,mon,sep,30,19:02:19,+0000,2013,,pt,99,73
yayahene kok yya malah nyabeg nyabegiso merem pora ki ngko,mon,sep,30,19:02:19,+0000,2013,?t -7.95427875111.54724625,en,388,457
quitter tous ltemps a 17h00 ltltltltltltltltltltltltltltltltltltltltlt,mon,sep,30,19:02:19,+0000,2013,noailles,fr,234,537
fotografia  httpt.coimbbbmqghc,mon,sep,30,19:02:19,+0000,2013,,en,4,12
,mon,sep,30,19:02:19,+0000,2013,,ja,450,619
tener visita de mi regumielo favorito y otras maneras de llegar contenta a casa q ganitas tenia de ver a mi navas1992,mon,sep,30,19:02:19,+0000,2013,palacios de la sierra - burgos,es,235,219
aajkamrankhan nai hai hum khud ye faisla ker saktey hae...ye tu tax matlb zakaat hai jo govt. akhati kerti hae or phir logo ki bheek khud,mon,sep,30,19:02:19,+0000,2013,lahore pakistan,en,59,304
letienne_ eh bah alors parle pas de plagiat justement  cest toi qui a dit plagiat pas moi  alors r?fl?chie avant de parler trou dballe,mon,sep,30,19:02:19,+0000,2013,,fr,114,106
rt randysavage_69 i dont. keyyyyk my cousin has no chills,mon,sep,30,19:02:19,+0000,2013,lala land ,en,573,599
crash bandicoot use to be my shit,mon,sep,30,19:02:19,+0000,2013,ojus fl usa,en,0,0
you save me,mon,sep,30,19:02:19,+0000,2013,,en,3722,2786
sevgi irade ddr,mon,sep,30,19:02:19,+0000,2013,,tr,212,147
rt helgestad de som vil st?tte kampen mot kristent hegemoni i skolen kan gjerne s?rge for ? v?re medlemmer i humanetisk forbund http…,mon,sep,30,19:02:19,+0000,2013,,en,549,881
sarahhhhovo stopppppp,mon,sep,30,19:02:19,+0000,2013,in fraternity broke phi broke,en,1806,481
im 100% sure that all my friends have secret meetings to just talk about me and how annoying i am,mon,sep,30,19:02:19,+0000,2013,,en,195,538
kendricklamar wen u dropping ur new shii nd probably a remix to pound cake k.dat waitin....,mon,sep,30,19:02:19,+0000,2013,jhb,en,9,13
itsdeedeebitch who was fighting  lol  ,mon,sep,30,19:02:19,+0000,2013,,en,329,289
mr kates nails ) priceesnail special 120. nail esnail melrose japanese la gelnail salon… httpt.cors22lo1nry,mon,sep,30,19:02:19,+0000,2013,,ja,12513,3077
rt mcgrathyo this is extremely accurate  httpst.colbxedzrgcf,mon,sep,30,19:02:19,+0000,2013,,en,536,287
rt __omarion mdrrr comment il est con,mon,sep,30,19:02:19,+0000,2013,,fr,368,161
fucking pathetic.,mon,sep,30,19:02:19,+0000,2013,,en,201,293
    ,mon,sep,30,19:02:19,+0000,2013,,ru,32,29
solo quiero llorar. ,mon,sep,30,19:02:19,+0000,2013,,es,313,303
n?o foi uma indireta foi apenas um tweet casual que se assemelha com nossa situa??o e vc por estar com a consci?ncia pesada se atingiu.,mon,sep,30,19:02:19,+0000,2013,,pt,0,20
poisonivysgorillasuit i’d probably fuck crowley… yeah i’d def fuck crowley…. httpt.co59e0m9wrtf,mon,sep,30,19:02:19,+0000,2013,florida,en,13,77
    - ,mon,sep,30,19:02:19,+0000,2013,,ru,51,35
ohlittlesoph_ more fun lol,mon,sep,30,19:02:19,+0000,2013,,en,684,413
nellyavfc qn1981 hell always be one of my favourite players,mon,sep,30,19:02:19,+0000,2013,birmingham england,en,600,978
            - becauseegyptians,mon,sep,30,19:02:19,+0000,2013,helwan ,en,204,51
dr. reit galip vefat etmeden sadece 11 ay ?nce kaleme alm(t) andmz..,mon,sep,30,19:02:19,+0000,2013,stanbul,tr,1969,338
caralho amanha vou mm bem vestida,mon,sep,30,19:02:19,+0000,2013,barreiro,pt,186,323
love you -) httpt.co59zvzdqcsx,mon,sep,30,19:02:19,+0000,2013,,fr,134,195
           ,mon,sep,30,19:02:19,+0000,2013,  instagram faisal_r_q,ar,1097,1062
new post new wwe 2k14 videos released for mick foley and ted dibiase httpt.contlhjfv079 theringfan,mon,sep,30,19:02:19,+0000,2013,,en,664,1996
nadz_grady no its ok ill just look at it in the internet ),mon,sep,30,19:02:19,+0000,2013,ireland,en,132,118
la cara de fla cuando emir estaba armando jajajajajajajajajajajaja estaba re emocionada jajajajajajaja,mon,sep,30,19:02:19,+0000,2013,,es,543,479
rynniez um my names corinne n i like to lick butt hole,mon,sep,30,19:02:19,+0000,2013,,en,180,184
noticia autos de competici?n usados podr?n ingresar a chile de forma permanente httpt.contimtzcje8 httpt.cox8lwqmj3my,mon,sep,30,19:02:19,+0000,2013,santiago de chile,es,919,1855
rt musa00023        .,mon,sep,30,19:02:19,+0000,2013,,ar,179,154
httpt.coxspitekjdt,mon,sep,30,19:02:19,+0000,2013,buenos aires - argentina,en,193,711
rt rihanna ririheartsmac collection sold out in an hour navyeffect thanks to all my macgals baby yall killin it in dese skreets …,mon,sep,30,19:02:19,+0000,2013,nederland cabo verde island ,pt,646,211
rt fantasm_dream httpt.colvftsolcy8,mon,sep,30,19:02:19,+0000,2013,lille - boulogne ,fr,422,170
    .,mon,sep,30,19:02:19,+0000,2013,athens,en,2920,2511
my niggas be about they money basketball and hoes,mon,sep,30,19:02:19,+0000,2013,new york ohio ,en,724,744
rt unutulmaz_adam yalnz falan deilim ben  ?zg?r?m. ( yine kendini avuttu ),mon,sep,30,19:02:19,+0000,2013,,tr,10619,11126
{            } [16]httpt.coyybcjp173i,mon,sep,30,19:02:19,+0000,2013,egypt,ar,699,1200
                          =d,mon,sep,30,19:02:19,+0000,2013, ,ar,1350,1994
rt reiationships this is deep... httpt.co7errxftbpm,mon,sep,30,19:02:19,+0000,2013,,en,110,303
rt itsgiricode when people stop in the middle of the hallway to talk httpt.co1msjd4nfc8,mon,sep,30,19:02:19,+0000,2013,,en,642,371
lileemathews you didnt even hear it. want me to introduce you to u-kiss,mon,sep,30,19:02:19,+0000,2013,max + melissa follows,en,3558,853
rt ihumorado t? solteiro porque ningu?m merece uma pessoa t?o lindo e t?o maravilhoso quanto eu,mon,sep,30,19:02:19,+0000,2013,,pt,527,923
ndsuconfessions is taking over my twitter feed dyingoflaughter,mon,sep,30,19:02:19,+0000,2013,,en,283,256
top 10 fcs rt httpst.coedwte2fpcv 11,mon,sep,30,19:02:19,+0000,2013,dl sg,en,1948,1542
edna_berenice i saw you,mon,sep,30,19:02:19,+0000,2013,,en,186,231
writing a postcrossing postcard to u.s.a. through httpt.coxqzqvhsyln,mon,sep,30,19:02:19,+0000,2013,antwerp belgium,en,12,35
apr?s plein soleil le samoura?. merci arte de nous rappeler qualain delon vaut mieux que le jury de miss france.,mon,sep,30,19:02:19,+0000,2013,,fr,1581,263
      ...( -   (,mon,sep,30,19:02:19,+0000,2013,,ru,82,68
stubbzzzy haha noiwanttoliveinignorance,mon,sep,30,19:02:19,+0000,2013,walesbristol uk,en,150,118
-                   . .,mon,sep,30,19:02:19,+0000,2013,  hamzaa201,en,917,1812
   1958    gt httpt.couovzzc3aq0,mon,sep,30,19:02:19,+0000,2013,,ja,204,1
quiero m?s zucaritas pero ya com? mucho c,mon,sep,30,19:02:19,+0000,2013,nowhere,es,462,460
yurooo,mon,sep,30,19:02:19,+0000,2013,new orleans,en,716,610
pourquoi il est con cet enfant,mon,sep,30,19:02:19,+0000,2013,in your ass bitch,fr,1187,1088
