Text,WeekDay,Month,Day,Time,#NAME?,Year,Location,Language,Followerscount,Friendscount
morgen schatjee rubyjanssenx jarigg ,mon,sep,30,19:02:18,0,2013,,nl,391,253
sirius mysterious big dog star connection httptcoqusfrmzuiu with humanitys favorite ancient constellation,mon,sep,30,19:02:18,0,2013,seattle wa,en,1651,1610
            ,mon,sep,30,19:02:18,0,2013,,ar,228,405
emptychampagne wow that tweet from rookiemoms is just fucking crazy,mon,sep,30,19:02:18,0,2013,chicago,en,381,598
i hope my brother didnt just eat one of my hot pockets,mon,sep,30,19:02:18,0,2013,,en,239,172
marekzmuda marzenapaczuska nowemedia erykmistewicz a propos archiwaliw - przypominam o dyskretnym projekcie mbc httptcopuzqbhcwfs,mon,sep,30,19:02:18,0,2013,,en,51,121
li exosatan rt kaitastrofe exostan melhor f do mundkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,mon,sep,30,19:02:18,0,2013,,pt,560,194
rt girlposts biggest problem this year where do i fit my mental breakdowns into my school schedule,mon,sep,30,19:02:18,0,2013,joburg ~ south africa,en,133,324
castlezombie80 solche komplimente hrt man doch gerne oder dreamworld,mon,sep,30,19:02:18,0,2013,schwerin-germany,de,36,142
thejscar  the sober guys,mon,sep,30,19:02:18,0,2013,,en,325,135
              10  mp3,mon,sep,30,19:02:18,0,2013,,en,556,528
merileayem iin dnm noktas merin annesine yanlslikla yapt itiraf olacak bence mutlu bolumler bizi bekliyo icime dogdu d,mon,sep,30,19:02:18,0,2013,,tr,25,55
lourdlourd hyn ya qoi ,mon,sep,30,19:02:18,0,2013,monaco,fr,345,181
y te quedaste sin el pan y sin la torta a,mon,sep,30,19:02:18,0,2013,porsiempreserranista,es,1183,842
faut je prpare mes affaires pour demain ptn et tout a la encore jusqu vendredi,mon,sep,30,19:02:18,0,2013,,fr,600,524
a good laugh and a long sleep are the best cures in the doctors book goodnight lmao if you can look at these pictur,mon,sep,30,19:02:18,0,2013,providence ri,en,52,66
damn chocolate is an amazement,mon,sep,30,19:02:18,0,2013,,en,388,990
nw platane,mon,sep,30,19:02:18,0,2013,brest  saint,fr,116,116
i got away with not taking maternity pics ,mon,sep,30,19:02:18,0,2013,dade bitch,en,4849,4208
were at interopny come find us at booth mr723 w our new software defined datacenter framework sddc,mon,sep,30,19:02:18,0,2013,,en,18511,286
juiciosamente me pondr hacer tareas c adis los leo mas tarde,mon,sep,30,19:02:18,0,2013,,es,573,534
rt thisisvaleri photoset niallofficial and guitar this is just…amazing niallhoran guitar httptcov32zjjniix,mon,sep,30,19:02:18,0,2013,,ru,72,119
dining table + 6 chairs original price - 723 selling for 320 obo walnut creek 320 httptcogtuks9tanr,mon,sep,30,19:02:18,0,2013,bay area,en,162,0
rt sanyagordiyuk d —            d httptcoxjnr3lfb0b,mon,sep,30,19:02:18,0,2013,,ru,22,17
-                        ,mon,sep,30,19:02:18,0,2013,,ar,108,93
alyssapip hes at your house,mon,sep,30,19:02:18,0,2013,,en,432,396
mi tormento ash semana de exmenes --,mon,sep,30,19:02:18,0,2013,mexico,es,252,385
wow i so do not like the new scooby-doo,mon,sep,30,19:02:18,0,2013,,en,310,436
salam alekoum le peuple ,mon,sep,30,19:02:18,0,2013,,fr,39,49
when you care about someone does that make you sick in the mind or considerate of others,mon,sep,30,19:02:18,0,2013,,en,101,138
area72 vandal lunarforce blazer nsw nike niketalk nicekicks todaykicks snkr stock sneaker… httptcotnassrzdbe,mon,sep,30,19:02:18,0,2013,gdl mx worldwide,en,838,219
rt bythebayphotos united states navy blimp flying over pasadena annearundel httptcoqoqrwhw84c,mon,sep,30,19:02:18,0,2013,annapolis,en,41,165
mknicely7 theyre not my type tho,mon,sep,30,19:02:18,0,2013,,en,99,240
gilda policastro sotto httptcovaakzit6s7,mon,sep,30,19:02:18,0,2013,,it,1230,1997
wishing vickydillabough my love after her surgery from the other side of the world  wish i could be there xo,mon,sep,30,19:02:18,0,2013,calgary,en,128,224
fortfarande ltt bst i serien,mon,sep,30,19:02:18,0,2013,,sv,90,187
geen yine yalnzm bi tek kahvem var,mon,sep,30,19:02:18,0,2013,amasya,tr,124,101
rt mlbmeme game 163 today rangers rays httptco0vn6imegrg,mon,sep,30,19:02:18,0,2013,indianapolis,en,32,50
rt mahnu172002 que triste saber que nos quedan aprox 2 aos para que la peor burla nos empiece a gobernar,mon,sep,30,19:02:18,0,2013,guatemala,en,65,43
rt luilla - mi chiamo isa ho 33 anni e vengo da trieste - qual  il tuo talento - vivere in italia,mon,sep,30,19:02:18,0,2013,13072013,it,91,209
today stats no new followers 5 unfollowers via httptcoqjvwroicwr,mon,sep,30,19:02:18,0,2013,guilford,en,3609,118
rt digitzz ik heb veel awesome stuff voor the world gemaakt afgelopen jaar soon komt het eindelijk allemaal uit trrrr thegoodstuff,mon,sep,30,19:02:18,0,2013,,nl,151,404
the amazing race premiere recap gone fishing - los angeles times httptcon7ugnsgjda,mon,sep,30,19:02:18,0,2013,canada markham ,en,3359,2743
cuando nos pasamos de cultos latinismos que no debemos usar httptcoyoz7rb5aev,mon,sep,30,19:02:18,0,2013,la paz,es,873,2002
rt bu3ouf1                 ,mon,sep,30,19:02:18,0,2013,arabian bahrain - m7rq,en,251,52
o si matsolar rikiaciel tiket nya mumpung masih promo bronkindehoy dupertama =randynoviana rikiaciel bronkindehoy tomtomuye,mon,sep,30,19:02:18,0,2013,tasikmalaya,id,152,396
awee yo tambien te quiero  tu veras que vendra algo bueno cuando menos lo esperas o coldoneheart02,mon,sep,30,19:02:18,0,2013,ll 08 ,es,195,294
dos dos,mon,sep,30,19:02:18,0,2013,designing my own graphics,en,659,904
rt patel94 charlrogers this is going to be you httptco5cfz3jfaua,mon,sep,30,19:02:18,0,2013,wirral,en,172,146
93013  whaaaaaaa,mon,sep,30,19:02:18,0,2013,columbus  ohio ,en,89,129
1gtrt,mon,sep,30,19:02:18,0,2013,,ja,848,939
the circle of life and death continues,mon,sep,30,19:02:18,0,2013,,en,6077,43
bilalduarte mon gars c est comment,mon,sep,30,19:02:18,0,2013,,fr,138,157
resultat corrige du bac l - ref  rd39441 httptcopuuowwulkh bac bacs,mon,sep,30,19:02:18,0,2013,,fr,371,39
kudretkaramazak sorunn degill tamamd,mon,sep,30,19:02:18,0,2013,,tr,268,140
,mon,sep,30,19:02:18,0,2013,,ja,685,123
teflah       ,mon,sep,30,19:02:18,0,2013,  ,ar,1227,165
al3stora      ,mon,sep,30,19:02:18,0,2013,,ar,363,80
oi seguem itsmyadele,mon,sep,30,19:02:18,0,2013,ariana is everything ,en,2781,2230
retribuo todos que me seguirem agora  rt ---,mon,sep,30,19:02:18,0,2013,brazil,pt,16513,16251
kasiakuszczak koszulki to mylisz e mogaby namalowa co takiego oczywicie po pierwsze czy by chciaa   httptco6k1klipxnn,mon,sep,30,19:02:18,0,2013,poland warsaw,en,206,209
rt margaridad retour au pensionnat jadore cest norme a faisait longtemps que yavait pas eu ,mon,sep,30,19:02:18,0,2013,,fr,55,89
someone get boba with me after school,mon,sep,30,19:02:18,0,2013,,en,253,217
marinluca1 al voto con questa legge basta tasse indi taglio dei servizi,mon,sep,30,19:02:18,0,2013,reggio emilia,it,72,193
rt happygilmore if monday was a person itd be shooter mcgavin,mon,sep,30,19:02:18,0,2013,,en,197,467
rt yungkylean delaneyzakour always craving a good caesar,mon,sep,30,19:02:18,0,2013,,en,1780,370
……,mon,sep,30,19:02:18,0,2013,lcl,ja,286,280
       --,mon,sep,30,19:02:18,0,2013,,ar,104,53
this week is going to be hell and its only monday,mon,sep,30,19:02:18,0,2013,teambullshit,en,923,1993
rt meownauts   -           splinter cell blacklist  pc   …,mon,sep,30,19:02:18,0,2013,,ru,48,63
       ,mon,sep,30,19:02:18,0,2013,,ru,82,44
fumar para olvidarpara olvidar elmotivo,mon,sep,30,19:02:18,0,2013,en el reino de los cielos,en,177,168
rt iihinda               ,mon,sep,30,19:02:18,0,2013,half qatari half saudi ,ar,303,226
memedeportes fuck logic by athletic club httptcoaemfdhzody httptcokf90k3x15t,mon,sep,30,19:02:18,0,2013,santomeramurcia,es,428,226
perembe uludaa kar geliyor herey vaktince gzel sucuk ekmek nefiss,mon,sep,30,19:02:18,0,2013,,tr,69,143
whiteeunicorn tg mignonne,mon,sep,30,19:02:18,0,2013,paris ,fr,185,291
god is the only one that can change someone leave it in his hands,mon,sep,30,19:02:18,0,2013, unilag,en,1421,1323
atahantunali derbi yaklayo imdiden konumakla olmaz bu iler,mon,sep,30,19:02:18,0,2013,,tr,128,104
flashingnemo ugh and then people talk about brody the guy slept w cougars half of the girls at school but yeah hes great --,mon,sep,30,19:02:18,0,2013,,en,93,203
i bet this soup would taste 10000x better if i could actually taste it,mon,sep,30,19:02:18,0,2013,,en,297,271
rt drake i love when the feelings mutual,mon,sep,30,19:02:18,0,2013,the country,en,2521,1790
bestcoffee4you directoryschool i filled out the form to go to liberty college httptcok1yuinkrvt,mon,sep,30,19:02:18,0,2013,olivos,en,25,101
el adelanto del vdeo de work bitch pinta bien slo espero que baile muuuuuuucho y muy bien,mon,sep,30,19:02:18,0,2013,,es,1127,329
the verve - bitter sweet symphony httptco7e4zlkza1z va youtube,mon,sep,30,19:02:18,0,2013,bragado,es,619,384
httptcowa0onu0r20  windows 8 build 8250 beta x86x64 consumer preview eng|2012,mon,sep,30,19:02:18,0,2013,moldova,en,0,0
stiff nigga talk,mon,sep,30,19:02:18,0,2013,houtx nawfside 44,en,378,916
we want to know and be known by our creator,mon,sep,30,19:02:18,0,2013,,en,36,73
rheaflohr ik ben geen expert ik kan je in contact brengen met de cordinator dm me,mon,sep,30,19:02:18,0,2013,tilburg,en,143,123
                     ,mon,sep,30,19:02:18,0,2013,,ar,1,4
yo quiero un concierto en mi colegio yosoynormalfemenina positivafmradio,mon,sep,30,19:02:18,0,2013,tunja,es,139,400
rt privateminister kizina caml nck almi adamsin mancn adam camimancini,mon,sep,30,19:02:18,0,2013,,en,183,146
thobite toujours a moiti a poil snapchat,mon,sep,30,19:02:18,0,2013,,fr,76,121
dale sveum fired as chicago cubs manager httptcovpajfqurmv via balltribe,mon,sep,30,19:02:18,0,2013,,en,823,775
me aburro y no s que hacer,mon,sep,30,19:02:18,0,2013,en tu ventana,es,237,218
rt psupanthers plymouth state ice hockey tickets now on sale panthers gearing up for 2013-14 seasons at hanaway rink httptcoewszhto…,mon,sep,30,19:02:18,0,2013,plymouth nh,en,547,299
rt nicolapocekovic tizguillet margauxjungo ah a je sais ,mon,sep,30,19:02:18,0,2013,,fr,124,112
katerockett not surprised youre tired ive not been around much either got called into work a wk earlier than planned so bit tired too,mon,sep,30,19:02:18,0,2013,swindon,en,109,290
crazinessbycds puesha ido guay  luego si kieres hablamos via face ,mon,sep,30,19:02:18,0,2013,malaga,es,722,1998
camillekawka  maiis jchheenre   ,mon,sep,30,19:02:18,0,2013,metz,fr,43,37
       …,mon,sep,30,19:02:18,0,2013,somewhere i belong,en,908,1534
httptcovizb4h0pqg   82 ucweb 6 5  ,mon,sep,30,19:02:18,0,2013,,ru,0,1
ygxiii nerve ,mon,sep,30,19:02:18,0,2013,,fr,89,397
rt barbykyot          httptcolonmrd1oxg,mon,sep,30,19:02:18,0,2013,  ,ar,304,82
i hate a bitch that thinks shes the shit yet her tracks are showing  like bitch i should be looking at you funny not the other way around,mon,sep,30,19:02:18,0,2013,,en,384,270
chulaagrinsoni jajajajaja tmbn te amo o,mon,sep,30,19:02:18,0,2013,,es,433,1299
rt theboyswho its sad when you realize you arent as important to someone as you thought you were,mon,sep,30,19:02:18,0,2013,,en,53,108
bigmeatcannon i need a jawn ,mon,sep,30,19:02:18,0,2013,,en,464,310
he has a cute smile tbh ,mon,sep,30,19:02:18,0,2013,,en,180,168
theylovericka can you follow me  ima follow back yougotaprettysmile,mon,sep,30,19:02:18,0,2013,las vegas  ducked off ,en,57,98
nome premier leaguelocalizao inglaterrafuno ser melhor que a copa do mundo,mon,sep,30,19:02:18,0,2013,inglaterra,pt,222,104
rt pieltatuada tatuaje de un ancla cruz y corazn httptco71kmb4bdwp,mon,sep,30,19:02:18,0,2013,,es,55,82
rt mervekartal33 httptcomn2hlsxlba le bnlerce takp kazan anndageritakip  2debirtakiplesiyoruz enmedentakip  takiplesel…,mon,sep,30,19:02:18,0,2013,,tr,14,38
                        ,mon,sep,30,19:02:18,0,2013,  ,en,198,306
adieulesroses elle va redescendre de son estrade,mon,sep,30,19:02:18,0,2013,,fr,1287,239
,mon,sep,30,19:02:18,0,2013,,ja,1037,1137
y a que horas va a llegar mi computador pues,mon,sep,30,19:02:18,0,2013,colombia,es,191,261
rt victorperez1 no estoy triste lo que pasa es estoy sonriendo al revs,mon,sep,30,19:02:18,0,2013,,es,242,406
rt averayray mrsexybeast15 man its hot af outside and then there r beautiful girls outside like averayray chasehanrahan sosocopa …,mon,sep,30,19:02:18,0,2013,austin tx,en,1289,189
samanthaacerami i said we need to talk lmao,mon,sep,30,19:02:18,0,2013,,en,174,165
today stats 2 followers no unfollowers via httptcohj88ywqilk,mon,sep,30,19:02:18,0,2013,,en,427,418
rt lifefacts missing someone + no texts from them = worst feeling,mon,sep,30,19:02:18,0,2013,,en,117,726
rt smileofzouis la pub de our moment passera bientt sur tf1 je me fais dj lyncher bc jaime les od mais  cest mort je sors mme pl…,mon,sep,30,19:02:18,0,2013,,fr,1259,931
             httptcoflk1oc37k4,mon,sep,30,19:02:18,0,2013,,ar,1,14
lukebrooks lukefuckingbrooksfollowme follow me pls ily 21,mon,sep,30,19:02:18,0,2013,,pt,3320,2103
aioosh50 are you katrina fan or katrina hater,mon,sep,30,19:02:18,0,2013,india ,en,1949,222
te amo te amo te amo te amo te amo te amo te amo te amo te amo te amo    ivetesangalo   ,mon,sep,30,19:02:18,0,2013,brasil,pt,371,456
the hundreds – winter 2013 move mountains lookbook httptcov624e7oe5q,mon,sep,30,19:02:18,0,2013,brooklyn ny,en,29796,6764
xnjallsmile guarda io sarei nella tua stessa situazione io forse avrei provato a chiare qualcuno per io sarei nella tua stessa-,mon,sep,30,19:02:18,0,2013,,it,694,1557
vylegzhanina kinderkee   ,mon,sep,30,19:02:18,0,2013,c,ru,811,760
oh niet kinderen maar school — ja en best wel veel kinderen hahaha httptcotrk1bitw2c,mon,sep,30,19:02:18,0,2013,in je schoorsteen ,nl,90,87
shut up you buffoo,mon,sep,30,19:02:18,0,2013,belleville united states,en,0,0
i would so love to do mancrushman candy monday but i have a crush on him everyday so i cant and no one will ever know ,mon,sep,30,19:02:18,0,2013,pittsburgh pa,en,579,628
commented on stocktwits zlcs wishful thinking 110 close httptco4qr65asqvn,mon,sep,30,19:02:18,0,2013,,en,33,25
rt 2orgullo nivel de inteligencia de estos personajes httptco9mq1w2cclt,mon,sep,30,19:02:18,0,2013,jerez,es,154,153
so sometimes being a girl means doing strange things removing shellac nail polish really bizarre httptcoija839xeqa,mon,sep,30,19:02:18,0,2013,liverpool,en,127,219
rt quoteado mon astuce pour avoir autant de followers envoies followers au 81156 succs garantis 45,mon,sep,30,19:02:18,0,2013,toptwitsyndueu,fr,108307,29849
oliviahrosee loved his tight shorts,mon,sep,30,19:02:18,0,2013,surrey,en,389,277
rt bhelosa never let me go = delena lt33,mon,sep,30,19:02:18,0,2013,paraba - brasil,pt,311,539
rt mustakim14 dan disinilah kau curhat adysulistio disini aku lahir disini aku besar disini aku merasa bodoh,mon,sep,30,19:02:18,0,2013,bapa  mama,id,207,184
a de ximnasia  unha amargadae non mola,mon,sep,30,19:02:18,0,2013, galiza ceive   celta,gl,248,487
jessicahdobbins  dramaaaaa queen,mon,sep,30,19:02:18,0,2013,east boston,en,310,357
nattsl vai a merda nattali --,mon,sep,30,19:02:18,0,2013,,pt,91,104
rt mr3hree jaidafreakyy how muslim bitches send nudes httptco3nqgtzbegx jburnone,mon,sep,30,19:02:18,0,2013,,en,514,443
rt softhurricane mes cheveux comme a me manquent horriblement je dois lavouer httptcopskpdh7jta,mon,sep,30,19:02:18,0,2013,lille,fr,189,134
rt heylovatoland polandneedsredtour ,mon,sep,30,19:02:18,0,2013,poland,pl,1111,1996
hannahkiara looool screaming and all sorts we didnt know where we were,mon,sep,30,19:02:18,0,2013,northwest london,en,2357,2469
  ,mon,sep,30,19:02:18,0,2013,bgd,ru,85,52
azrail nerdesin burda kaak var d,mon,sep,30,19:02:18,0,2013,,tr,38,33
httptcopbgsklghg6       7 9 httptcopbgsklghg6,mon,sep,30,19:02:18,0,2013,,ru,0,46
yaboyhoop onlyjared9 yoooooooo,mon,sep,30,19:02:18,0,2013,,en,138,143
aaaaaay que hambre,mon,sep,30,19:02:18,0,2013,castro urdiales,es,562,500
iniciando otro programa de la incubadora del rock por httptcop9rzubdo5f rockchileno todosjuntosradio,mon,sep,30,19:02:18,0,2013,santiago,en,4033,961
snow telling regina she ruined your life was not a good idea cough daniel cough lol oops ginnygoodwin lanaparrilla adamhorowitzla,mon,sep,30,19:02:18,0,2013,potato country,en,229,132
rt thandekajobe mxm no rt djladypresh questionnier can you donate a kidney for your bfgf you love qna,mon,sep,30,19:02:18,0,2013,south africa,en,576,272
rt slooomh2    -   -,mon,sep,30,19:02:18,0,2013,   ,ar,434,704
chikylaureiro ammmmmmmmmmmmm,mon,sep,30,19:02:18,0,2013,,es,281,465
guess what i just touched l,mon,sep,30,19:02:18,0,2013,,en,180,103
cmpeepgirl to lepsze httptcoe5m4rvuql4 tyle lat szukaam tego a jak komu nuciam i cmokaam tak to nikt nie wiedzia o co mi chodzi,mon,sep,30,19:02:18,0,2013,poland,en,148,195
hi october just 27 days to my birthdayyes people27days tomy birthday ,mon,sep,30,19:02:18,0,2013,poland,en,1507,862
,mon,sep,30,19:02:18,0,2013,,en,291,458
yahooheyjjt 3000 httptcojcv0o2pccs sougofollow  sougofollow ,mon,sep,30,19:02:18,0,2013,,ja,2116,2329
feruselman nanana jajana male te caiste en los dirt del nacho  jajajaja,mon,sep,30,19:02:18,0,2013,,es,95,116
rt afyfahsary alhamdulillah ngantuk ~~~,mon,sep,30,19:02:18,0,2013,sorong ,id,203,104
happybirthdayjaxon happybirthdayjaxon ,mon,sep,30,19:02:18,0,2013,,en,1,0
rt belongstoanitta tem fc pra anitta mas n vejo votando oremos senhor amm mpn anittacantora,mon,sep,30,19:02:18,0,2013, prideanitta,pt,124,97
sorry darling sarcasm falls from my mouth as easily as stupidity falls from yoursimreallygoodat fangirling actually,mon,sep,30,19:02:18,0,2013,london,en,49,118
rt cupandres holaaa  nuevoinicio  --,mon,sep,30,19:02:18,0,2013,,es,172,89
chikenpiece usmansohail96  hamzaaslam97 pe lesson  we are not in a mood to playno pe  bunk 2 lessons to play footballkia baat hai,mon,sep,30,19:02:18,0,2013,multan pakistan,en-gb,5,18
grimmvinner thanks for the rt congrats on being a new homeowner ,mon,sep,30,19:02:18,0,2013,body~oregon - mind~,en,6756,6118
rt gdoo142         ,mon,sep,30,19:02:18,0,2013,   ,en,476,182
funalter30 mojinosescozios eurovisiontve que canten la de la burbujas jajajaja vestidos de burbujitas,mon,sep,30,19:02:18,0,2013,,es,25,74
mmm cik skaistas acis,mon,sep,30,19:02:18,0,2013,,en-gb,58,83
rt dogaguney mor en ok morgl e yakiir castine del,mon,sep,30,19:02:18,0,2013,trkiye,tr,137,131
la mia migliore amica  bellissima e per bellissima non intendo solo esteticamente e scusate se  mia solo mia ,mon,sep,30,19:02:18,0,2013,italia,it,41,31
 ,mon,sep,30,19:02:18,0,2013,,ru,31,53
isabelllaxoxo everyone just loves to make me feel like shit,mon,sep,30,19:02:18,0,2013,los herrera nuevo leon ,en,373,268
ni aye awon odi in the odi days lol,mon,sep,30,19:02:18,0,2013,nigeria,en,735,836
rt lukebrooks break up with your girlfriend  pop a trace,mon,sep,30,19:02:18,0,2013,,en,1313,1688
dannyandmarcfan im good thanx x watching birdsofafeather on drama xx atm x you xx,mon,sep,30,19:02:18,0,2013,uk,en,1010,1963
   canon pixma mp150 httptcovehtta6dna,mon,sep,30,19:02:18,0,2013,,en,20,19
good luck juicejumpin,mon,sep,30,19:02:18,0,2013,unapologetic ,en,375,367
swishagangboss yeah 6-close,mon,sep,30,19:02:18,0,2013,minneapolis mn,en,497,447
iratisolana no veas cuantos coches pasan ,mon,sep,30,19:02:18,0,2013,,es,54,58
most interesting and catchy commercial ive seen,mon,sep,30,19:02:18,0,2013,,en,4,23
amberleemitchll httptco9o7egqsefl,mon,sep,30,19:02:18,0,2013,tunisia,en,0,0
ercan qnq beynin yerindemi,mon,sep,30,19:02:18,0,2013,,tr,261,202
    ,mon,sep,30,19:02:18,0,2013,,ar,341,100
,mon,sep,30,19:02:18,0,2013,,ja,1,1
rt suklarb twitter is now 7 years oldthat means noreal madrid fan has ever tweeted we wonthe champions league,mon,sep,30,19:02:18,0,2013,nigeria,en,635,542
glad im bouta be relaxing ,mon,sep,30,19:02:18,0,2013,,en,843,425
mirandatrevin12 gggiii000 mirandas words of wisdom why cant we be friends why cant we be friends,mon,sep,30,19:02:18,0,2013,mcallen tx,en,260,198
platane time,mon,sep,30,19:02:18,0,2013,,fr,211,217
rt ignatiusfarray1 tienes cara de despedirte diciendo chaito,mon,sep,30,19:02:18,0,2013,,es,107,150
rt pattrickvalente sigam meu outro tt patrickvalente sdv - 3,mon,sep,30,19:02:18,0,2013,,pt,15,16
zell been slappin ma shit since 800  he nervous  ,mon,sep,30,19:02:18,0,2013,route 71 north ,en,444,415
tema dedicado para mi super solcito xd solniev httptcopg7h31zl3f,mon,sep,30,19:02:18,0,2013,,es,607,1938
rt raptors new raptors global ambassador drake addresses the crowd at the toronto allstar  2016 httptcoxcymne7pnn,mon,sep,30,19:02:18,0,2013,,en,218,188
rt dulcesmsjs muchas veces tenemos una visin tan mala de nosotros mismos que nos parece imposible que seamos especiales para alguien,mon,sep,30,19:02:18,0,2013,,es,93,174
everton clean sheet baines to score,mon,sep,30,19:02:18,0,2013,kent,en,186,625
rt rhuliovictor rhuliovictor gt inimigarmados a caminho 1735757250,mon,sep,30,19:02:18,0,2013,,pt,0,1
hisdivinegrace -grumbles-,mon,sep,30,19:02:18,0,2013,updates on books booksbygray,en,3447,2635
rt marakiksl     5      3  ,mon,sep,30,19:02:18,0,2013,,en,162,266
misspaynecake ils sont  combien autant je les prends demain,mon,sep,30,19:02:18,0,2013, rosewood ,fr,1959,150
ricksflynn when shes not looking bin it,mon,sep,30,19:02:18,0,2013,ossett sheffield bradford,en,708,834
we live in cities youll never see on screen not very pretty but we sure know how to run free,mon,sep,30,19:02:18,0,2013,,en,77,105
rt ianholovatiy47 escribira mi vida en un libro pero no pondra la parte en que te conoc fue tan genial que creeran que es ficcin,mon,sep,30,19:02:18,0,2013,pdte franco paraguay,en,32,46
rt iarooma                ,mon,sep,30,19:02:18,0,2013,801,en,256,190
cada colilla tapita envoltura cuenta no tiremos ms basura a nuestras playas y parques httptco2ggnhpcnez,mon,sep,30,19:02:18,0,2013,mexico,es,57,87
rt kavaijer meni je vei uitak to to pljujem ljuske nego to jedem seme suncokreta jer sam seljak,mon,sep,30,19:02:18,0,2013,,en,23,40
               ,mon,sep,30,19:02:18,0,2013,,ar,77,118
nadiafamela hey,mon,sep,30,19:02:18,0,2013,,id,12,23
ask me a question | httptcoghofsaobqm,mon,sep,30,19:02:18,0,2013,,en,414,443
redpig      ,mon,sep,30,19:02:18,0,2013,,ru,93,86
semoga dia lupa apa yg dia baca kat tweet niamiinnnn~,mon,sep,30,19:02:18,0,2013,kajang selangor malaysia,en,244,339
jennifercadden aww i cant wait,mon,sep,30,19:02:18,0,2013,glasgow,en,161,176
elenamp3 a ti sola hahaha,mon,sep,30,19:02:18,0,2013,,es,424,202
rt siempresarcasmo tpico  — abrir el refrigerador — mirar — mirar — mirar — cerrarlo sin agarrar nada,mon,sep,30,19:02:18,0,2013,,es,178,160
top three stories from today - some luton schools to close tomorrow because of the teachers strike httptco8bfdd0nstq,mon,sep,30,19:02:18,0,2013,luton,en,3283,1079
hahahahahazza hshshshshs i z tob pisz xd,mon,sep,30,19:02:18,0,2013,,en,1119,1326
rt funnyjokebook bitches be like team no kids when they had 6 abortions no bitch youre a serial killer,mon,sep,30,19:02:18,0,2013,,de,205,244
gaeguhroo i dont get it,mon,sep,30,19:02:18,0,2013,ig viciousmel ,en,318,212
southprelawguy ignf4real gimme gimme,mon,sep,30,19:02:18,0,2013,tuscaloosa alabama,en,3652,647
mangelrogel el futuro httpstcokf6emi3v4z,mon,sep,30,19:02:18,0,2013,la guarida de jierro,es,170,400
rt republicano1931 siempre lo dejo to pal final,mon,sep,30,19:02:18,0,2013,,es,142,123
que saco de fb,mon,sep,30,19:02:18,0,2013,osasco,pt,179,115
wiluno  im mad at you for never coming to say bye to me and steph yesterday ,mon,sep,30,19:02:18,0,2013,,en,291,114
markknoller keltcat ironic harry reid used the term bully a bully doesnt compromise or deescalate an altercation a bully thrives on it,mon,sep,30,19:02:18,0,2013,australia,en-gb,680,691
to baixando castle  9 kbs,mon,sep,30,19:02:18,0,2013,,en,305,271
melibeeglobalel directoryschool thanks for giving me the information on online scholarships httptcormfplv8fii,mon,sep,30,19:02:18,0,2013,bapchule az,en,3,2
rt lauh2020 httptcoseijhldhbk,mon,sep,30,19:02:18,0,2013,  ,ar,886,154
rt hildaalizx33 if were togetherall them hoes gotta gothat one ex gotta goall your bullshit gotta gocause if notthen you…,mon,sep,30,19:02:18,0,2013,central florida ,en,335,247
legia i polonia maj identyczny bilans tylko graj na rnych biegunach - httptconvdshmpjay httptcowimrc4jrib,mon,sep,30,19:02:18,0,2013,polska,pl,5,0
hemeryarthur je veux du champagne moi aussi heiin  p felicitatiiion =,mon,sep,30,19:02:18,0,2013,paris,fr,136,516
we were close and then i opened my eyes to the real you fake ass,mon,sep,30,19:02:18,0,2013,,en,111,212
rt fressofficial httpstcolwlzqa6owwno non e zayn ai tempi di x factor questa foto e stata scattata ierilet me cryil mio …,mon,sep,30,19:02:18,0,2013,--,it,4114,3776
rt eltlcher oigan ese richie sambora se trag al tico torreshttptcoiorachgjzf,mon,sep,30,19:02:18,0,2013, df,es,921,704
ivanaljlj21 i wouldnt doubt it,mon,sep,30,19:02:18,0,2013,,en,191,156
amberdawson hahaha,mon,sep,30,19:02:18,0,2013,scotland,en,297,371
xoxobriannakay true,mon,sep,30,19:02:18,0,2013,,en,30,39
rt mamashaa aku pmr  megat spm  k ngam ,mon,sep,30,19:02:18,0,2013,kuala lumpur,en,532,843
fica s um pouco maissssss,mon,sep,30,19:02:18,0,2013,embu-guau,pt,631,521
knowlesamy1 moi a me drange pas mais je vais prendre un peu dargent ahah ,mon,sep,30,19:02:18,0,2013,miami,fr,68,263
raridadels  muito longe de birigui aqui  3 horas ,mon,sep,30,19:02:18,0,2013,,pt,10864,2707
rt javitellezp katrinnavarro jajajaja visioo jajajajaj,mon,sep,30,19:02:18,0,2013,,es,844,767
httptcobtkudsk0hb      ,mon,sep,30,19:02:18,0,2013,,ru,1,6
 httptco1qtuzysjzz,mon,sep,30,19:02:18,0,2013,,en,101,227
httptcocufkbdsjz5 httptco28bzn2aygg httptcouc73wlobap httptcowddadmwnzz httptcogf36z171er httptcouiwlo2oeb4,mon,sep,30,19:02:18,0,2013,,en,56,125
rt katyperrybr txis de prism estacionados do lado de fora do itunes festival em londres httptcoipzrfqxubc,mon,sep,30,19:02:18,0,2013,,pt,51,120
codzienny wpis aktualnoci za 30092013 - httptcogfl1qyfggl,mon,sep,30,19:02:18,0,2013,,en,17,15
yardilkley thanks would love to chat further about it recently did an event thebotanisttl blog on my website httptcoiejtvnuyzx ,mon,sep,30,19:02:18,0,2013,burley-in-wharfedale yorkshire,en,980,1312
